id,corporateholidayid,corporateholidayphotourl,esid,createdby,createddate,modifiedby,modifieddate,holidaydate,holidayenddate,holidayname,holidaystartdate,holidaystatus,holidaytype,isallday
259,COPHOL-1606103780025,,"{""esid"":""ES-1604896943206"",""essubcoID"":""SUBCO-160489694320623"",""esname"":""Bank Artha Graha Suryopranoto (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/31/2020,12/31/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/31/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
260,COPHOL-1606103780026,,"{""esid"":""ES-1604896943206"",""essubcoID"":""SUBCO-160489694320623"",""esname"":""Bank Artha Graha Suryopranoto (KCI)""}",EMP-044515,11/25/2020 10:20,EMP-044515,,1/1/2021,1/1/2021 23:59,TAHUN BARU 2021 MASEHI,1/1/2021 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
261,COPHOL-1606103790001,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,1/1/2020,1/1/2020 23:59,TAHUN BARU 2020 MASEHI,1/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
262,COPHOL-1606103790002,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,1/25/2020,1/25/2020 23:59,TAHUN BARU IMLEK 2571 KONGZLI,1/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
263,COPHOL-1606103790003,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,3/22/2020,3/22/2020 23:59,ISRA' MIRAJ NABI MUHAMMAD SAW,3/22/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
264,COPHOL-1606103790004,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:11,EMP-044515,,3/25/2020,3/25/2020 23:59,HARI RAYA NYEPI TAHUN BARU SAKA 1941,3/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
265,COPHOL-1606103790005,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,4/10/2020,4/10/2020 23:59,WAFAT ISA AL-MASIH,4/10/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
266,COPHOL-1606103790006,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,5/1/2020,5/1/2020 23:59,HARI BURUH INTERNASIONAL,5/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
267,COPHOL-1606103790007,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,5/7/2020,5/7/2020 23:59,HARI RAYA WAISAK 2564,5/7/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
268,COPHOL-1606103790008,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/21/2020,5/21/2020 23:59,KENAIKAN ISA AL MASIH,5/21/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
269,COPHOL-1606103790009,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/22/2020,5/22/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/22/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
270,COPHOL-1606103790010,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/24/2020,5/24/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/24/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
271,COPHOL-1606103790011,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,5/25/2020,5/25/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
272,COPHOL-1606103790012,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,6/1/2020,6/1/2020 23:59,HARI LAHIR PANCASILA,6/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
273,COPHOL-1606103790013,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,7/31/2020,7/31/2020 23:59,HARI RAYA IDUL ADHA 1441 HIJRIAH,7/31/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
274,COPHOL-1606103790014,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,8/17/2020,8/17/2020 23:59,HARI KEMERDEKAAN RI,8/17/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
275,COPHOL-1606103790015,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:15,EMP-044515,,8/20/2020,8/20/2020 23:59,TAHUN BARU ISLAM 1442 HIJRIAH,8/20/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
276,COPHOL-1606103790016,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:15,EMP-044515,,8/21/2020,8/21/2020 23:59,TAHUN BARU ISLAM 1442 HIJRIAH,8/21/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
277,COPHOL-1606103790017,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:16,EMP-044515,,10/28/2020,10/28/2020 23:59,MAULID NABI MUHAMMAD SAW,10/28/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
278,COPHOL-1606103790018,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:16,EMP-044515,,10/29/2020,10/29/2020 23:59,MAULID NABI MUHAMMAD SAW,10/29/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
279,COPHOL-1606103790019,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:17,EMP-044515,,10/30/2020,10/30/2020 23:59,MAULID NABI MUHAMMAD SAW,10/30/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
280,COPHOL-1606103790020,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:18,EMP-044515,,12/24/2020,12/24/2020 23:59,HARI RAYA NATAL,12/24/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
281,COPHOL-1606103790021,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:18,EMP-044515,,12/25/2020,12/25/2020 23:59,HARI RAYA NATAL,12/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
282,COPHOL-1606103790022,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/28/2020,12/28/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/28/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
283,COPHOL-1606103790023,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/29/2020,12/29/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/29/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
284,COPHOL-1606103790024,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/30/2020,12/30/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/30/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
285,COPHOL-1606103790025,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/31/2020,12/31/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/31/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
286,COPHOL-1606103790026,,"{""esid"":""ES-1604904229702"",""essubcoID"":""SUBCO-160490422970349"",""esname"":""Bank Artha Graha Roxy Mas (KCP)""}",EMP-044515,11/25/2020 10:20,EMP-044515,,1/1/2021,1/1/2021 23:59,TAHUN BARU 2021 MASEHI,1/1/2021 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
287,COPHOL-1606103701001,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,1/1/2020,1/1/2020 23:59,TAHUN BARU 2020 MASEHI,1/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
288,COPHOL-1606103701002,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,1/25/2020,1/25/2020 23:59,TAHUN BARU IMLEK 2571 KONGZLI,1/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
289,COPHOL-1606103701003,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,3/22/2020,3/22/2020 23:59,ISRA' MIRAJ NABI MUHAMMAD SAW,3/22/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
290,COPHOL-1606103701004,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:11,EMP-044515,,3/25/2020,3/25/2020 23:59,HARI RAYA NYEPI TAHUN BARU SAKA 1941,3/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
291,COPHOL-1606103701005,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,4/10/2020,4/10/2020 23:59,WAFAT ISA AL-MASIH,4/10/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
292,COPHOL-1606103701006,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,5/1/2020,5/1/2020 23:59,HARI BURUH INTERNASIONAL,5/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
293,COPHOL-1606103701007,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,5/7/2020,5/7/2020 23:59,HARI RAYA WAISAK 2564,5/7/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
294,COPHOL-1606103701008,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/21/2020,5/21/2020 23:59,KENAIKAN ISA AL MASIH,5/21/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
295,COPHOL-1606103701009,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/22/2020,5/22/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/22/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
296,COPHOL-1606103701010,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/24/2020,5/24/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/24/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
297,COPHOL-1606103701011,,"{""esid"":""ES-1604904475254"",""essubcoID"":""SUBCO-160490447525555"",""esname"":""Bank Artha Graha Tanah Abang (KCP)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,5/25/2020,5/25/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
